Tingha,2SI,Access Point (Rural),I,Tingha Rural Transaction Centre; 7 Opal St,Tingha,2369,NSW,Tingha RTC  7 Opal Street Tingha NSW 2369,Sun:Closed;Mon:9:00 to 4:00;Tue:9:00 to 4:00;Wed:9:00 to 4:00;Thu:9:00 to 4:00;Fri:9:00 to 4:00;Sat:Closed;,151.21263,-29.95587
Toodyay,60E,Access Point (Rural),I,79 Stirling Tce,Toodyay,6566,WA,PO Box 862 Toodyay WA 6566,Sun:Closed;Mon:9:00 to 4:30;Tue:9:00 to 4:30;Wed:9:00 to 4:30;Thu:9:00 to 4:30;Fri:9:00 to 4:30;Sat:Closed;,116.4698,-31.5507
Tottenham,2MM,Access Point (Rural),I,69 Umang St,Tottenham,2873,NSW,Tottenham Rural Transaction Centre 69 Umang St  Tottenham NSW 2873,Sun:Closed;Mon:9:00 to 5:00;Tue:9:00 to 5:00;Wed:9:00 to 5:00;Thu:9:00 to 5:00;Fri:9:00 to 5:00;Sat:Closed;,147.35475,-32.2435
Tullamore,23B,Access Point (Rural),I,Tullamore General Store; 47 Cardigan St,Tullamore,2873,NSW,Tullamore Rural Transaction Centre 29 Cardigan St Tullamore NSW 2873,Sun:Closed;Mon:8:00 to 5:30;Tue:8:00 to 5:30;Wed:8:00 to 5:30;Thu:8:00 to 5:30;Fri:8:00 to 5:30;Sat:Closed;,147.56408,-32.63185
Ultima,3PH,Access Point (Rural),I,2 Dillon St,Ultima,3544,NSW,C/o Post Office Ultima NSW 3544,Sun:Closed;Mon:7:00 to 6:30;Tue:7:00 to 6:30;Wed:7:00 to 6:30;Thu:7:00 to 6:30;Fri:7:00 to 6:30;Sat:Closed;,143.26699,-35.4695
Urana,2BY,Access Point (Rural),I,30 - 32 William St,Urana,2645,NSW,Urana Rural Transaction Centre William St Urana NSW 2645,Sun:Closed;Mon:8:30 to 5:00;Tue:8:30 to 5:00;Wed:8:30 to 5:00;Thu:8:30 to 5:00;Fri:8:30 to 5:00;Sat:Closed;,146.26894,-35.33172
Wallan,3BI,Access Point (Rural),I,42 Bentinck St,Wallan,3756,VIC,42 Bentinck St  Wallan VIC 3756,Sun:Closed;Mon:9:00 to 3:00;Tue:9:00 to 3:00;Wed:9:00 to 3:00;Thu:9:00 to 3:00;Fri:9:00 to 3:00;Sat:Closed;,144.9815,-37.414
Wallerawang,2JQ,Access Point (Rural),I,Lithgow Council Building; Main St,Wallerawang,2845,NSW,PO Box 19 Lithgow NSW 2790 Fax:  02 6355 7743,Sun:Closed;Mon:Closed;Tue:8:30 to 4:00;Wed:8:30 to 4:00;Thu:8:30 to 4:00;Fri:8:30 to 4:00;Sat:Closed;,150.07241,-33.4036
Walpole,61A,Access Point (Rural),I,Walpole Community Resource Centre (inc); Lot 44 Latham Ave,Walpole,6398,WA,PO Box 197 Walpole WA 6398,Sun:Closed;Mon:9:00 to 5:00;Tue:9:00 to 5:00;Wed:9:00 to 5:00;Thu:9:00 to 5:00;Fri:9:00 to 5:00;Sat:Closed;,116.73353,-34.97834
Wandering,61B,Access Point (Rural),I,Wandering Agricultural Hall; 18 Watts St,Wandering,6308,WA,Wandering Agricultural Hall 18 Watts St Wandering WA 6308,Sun:Closed;Mon:9:00 to 3:30;Tue:9:00 to 3:30;Wed:9:00 to 3:30;Thu:9:00 to 3:30;Fri:Closed;Sat:Closed;,116.67489,-32.6797
Waroona,61C,Access Point (Rural),I,Waroona Community Resource Centre; 10 Henning St,Waroona,6215,WA,PO Box 314 Waroona WA 6215,Sun:Closed;Mon:9:00 to 4:00;Tue:9:00 to 4:00;Wed:9:00 to 4:00;Thu:9:00 to 4:00;Fri:9:00 to 3:00;Sat:Closed;,115.92232,-32.84553
West Arthur,61D,Access Point (Rural),I,West Arthur Community Resournce Centre; 27-29 Burrowes St,Darkan,6392,WA,West Arthur Community Resource Centre 27/29 Burrowes St Darkan WA 6392,Sun:Closed;Mon:8:30 to 4:30;Tue:8:30 to 4:30;Wed:8:30 to 4:30;Thu:8:30 to 4:30;Fri:8:30 to 4:30;Sat:Closed;,116.74089,-33.33639
White Cliffs,2AH,Access Point (Rural),I,Johnson St,White Cliffs,2836,NSW,PO Box 21 White Cliffs NSW 2836,Sun:Closed;Mon:9:00 to 5:00;Tue:9:00 to 5:00;Wed:9:00 to 5:00;Thu:9:00 to 5:00;Fri:9:00 to 5:00;Sat:Closed;,143.10742,-30.84847
Whitemark,7VP,Access Point (Rural),I,Main Rd,Whitemark,7255,TAS,Service Tasmania Shop Whitemark Public Buildings Main Rd Whitemark  TAS  7255,Sun:Closed;Mon:11:00 to 3:00;Tue:11:00 to 3:00;Wed:11:00 to 3:00;Thu:12:00 to 4:00;Fri:12:00 to 4:00;Sat:Closed;,148.2405,-40.2117
Willaura,3D0,Access Point (Rural),I,Willaura Post Office; 84 Main St,Willaura,3379,VIC,Willaura Post Office 84 Main Street Willaura VIC 3379,Sun:Closed;Mon:9:00 to 5:00;Tue:9:00 to 5:00;Wed:9:00 to 5:00;Thu:9:00 to 5:00;Fri:9:00 to 5:00;Sat:Closed;,142.74122,-37.54551
Williams,61E,Access Point (Rural),I,Williams Community Resource Centre; 5 Brooking St,Williams,6391,WA,Williams Community Resource Centre Inc Brooking St Williams WA 6391,Sun:Closed;Mon:9:00 to 5:00;Tue:9:00 to 5:00;Wed:9:00 to 5:00;Thu:9:00 to 5:00;Fri:9:00 to 5:00;Sat:Closed;,116.87995,-33.02627
Wongan Hills,61F,Access Point (Rural),I,2 Elphin Cres,Wongan Hills,6603,WA,Wongan Hills Community Resource Centre PO Box 255 Wongan Hills WA 6603,Sun:Closed;Mon:8:30 to 4:30;Tue:8:30 to 4:30;Wed:8:30 to 4:30;Thu:8:30 to 4:30;Fri:8:30 to 4:30;Sat:Closed;,116.71822,-30.89305
Wudinna,523,Access Point (Rural),I,Ramsey Building; 44 Eyre Hwy,Wudinna,5652,SA,44 Eyre Hwy Wudinna SA 5652,Sun:Closed;Mon:9:00 to 5:00;Tue:9:00 to 5:00;Wed:9:00 to 5:00;Thu:9:00 to 5:00;Fri:9:00 to 5:00;Sat:Closed;,135.45775,-33.04774
Wyalkatchem,62A,Access Point (Rural),I,Wyalkatchem Community Resource Centre (inc); 3 Honour Ave,Wyalkatchem,6485,WA,PO Box 156 Wyalkatchem WA 6485,Sun:Closed;Mon:9:30 to 4:30;Tue:9:30 to 4:30;Wed:9:30 to 4:30;Thu:9:30 to 4:30;Fri:9:30 to 4:30;Sat:Closed;,117.385,-31.1765
Wycheproof,3ZO,Access Point (Rural),I,280 Broadway,Wycheproof,3527,VIC,280 Broadway Wycheproof VIC 3527,Sun:Closed;Mon:9:00 to 5:00;Tue:9:00 to 5:00;Wed:9:00 to 5:00;Thu:9:00 to 5:00;Fri:9:00 to 5:00;Sat:Closed;,143.22591,-36.0774
Yankalilla,5N6,Access Point (Rural),I,Yankalilla Community; Main Rd,Yankalilla,5203,SA,C/-   Centrelink Victor Harbor PO Box 182 Victor Harbor SA 5211,Sun:Closed;Mon:8:30 to 4:00;Tue:8:30 to 5:00;Wed:8:30 to 4:00;Thu:8:30 to 5:00;Fri:8:30 to 5:00;Sat:Closed;,138.33556,-35.45464
Yarra Junction,33U,Access Point (Rural),I,Upper Yarra Community House; 2463 Warburton Hwy,Yarra Junction,3797,VIC,Upper Yarra Community House  2463 Warburton Hwy  Yarra Junction VIC 3797,Sun:Closed;Mon:9:00 to 5:00;Tue:9:00 to 5:00;Wed:9:00 to 5:00;Thu:9:00 to 5:00;Fri:9:00 to 5:00;Sat:Closed;,145.612,-37.782
Yeoval,2BJ,Access Point (Rural),I,Cnr Forbes & Obley Sts,Yeoval,2868,NSW,1 King Street Yeoval NSW 2868,Sun:Closed;Mon:8:00 to 5:15;Tue:8:00 to 5:00;Wed:8:00 to 5:00;Thu:8:00 to 5:00;Fri:8:00 to 5:00;Sat:Closed;,148.64808,-32.754
York,62C,Access Point (Rural),I,Shire of York Administration Centre; 1 Joaquina St,York,6302,WA,York Community Resource Centre 5 Joaquina St York WA 6302,Sun:Closed;Mon:9:00 to 4:30;Tue:9:00 to 4:30;Wed:9:00 to 4:30;Thu:9:00 to 4:30;Fri:9:00 to 4:30;Sat:Closed;,116.7668,-31.8919
Zeehan,7BY,Access Point (Rural),I,100 Main St,Zeehan,7469,TAS,Zeehan Neighbourhood Centre Inc PO Box 72 Zeehan TAS 7469,Sun:Closed;Mon:8:30 to 4:00(Closed12:30 to 1:00);Tue:8:30 to 4:00(Closed12:30 to 1:00);Wed:8:30 to 4:00(Closed12:30 to 1:00);Thu:8:30 to 4:00(Closed12:30 to 1:00);Fri:8:30 to 3:00(Closed12:30 to 1:00);Sat:Closed;,145.33744,-41.88422
Ali Curung,45,Agent (Indigenous),C,Ali Curung Council; 67 Kinjurra Dve,Ali Curung,872,NT,Ali Curung Council PMB 188 Alice Springs NT 0872,Sun:Closed;Mon:8:00 to 4:00;Tue:8:00 to 4:00;Wed:8:00 to 4:00;Thu:8:00 to 4:00;Fri:8:00 to 12:00;Sat:Closed;,134.40611,-21.00502
Alpurrurulam,432,Agent (Indigenous),C,Alpurrurulam Community Council,Alpurrurulam,4825,NT,Alpurrurulam Community Council PMB 23  Mt Isa QLD 4825,Sun:Closed;Mon:9:00 to 3:00;Tue:9:00 to 3:00;Wed:9:00 to 3:00;Thu:9:00 to 3:00;Fri:9:00 to 12:00;Sat:Closed;,137.84749,-20.98417
Amata,27,Agent (Indigenous),C,Lot 202,Amata,872,SA,Amata Community PMB 38 Alice Springs NT 0872,Sun:Closed;Mon:9:00 to 4:00;Tue:9:00 to 4:00;Wed:9:00 to 4:00;Thu:9:00 to 4:00;Fri:9:00 to 4:00;Sat:Closed;,131.14676,-26.15156
Amoonguna,0I7,Agent (Indigenous),C,Community; Ross Hwy,Amoonguna,870,NT,PO Box 996 Amoonguna  Alice Springs NT 0871,Sun:Closed;Mon:8:30 to 3:00;Tue:8:30 to 3:00;Wed:8:30 to 3:00;Thu:8:30 to 3:00;Fri:8:30 to 3:00;Sat:Closed;,133.8698,-23.742
Ampilatwatja,77,Agent (Indigenous),C,Aherrenge Council; Lot 3 Main St,Ampilatwatja,872,NT,Aherrenge Council PMB 68 Alice Springs NT 0872,Sun:Closed;Mon:9:00 to 4:30;Tue:9:00 to 4:30;Wed:9:00 to 4:30;Thu:9:00 to 4:30;Fri:9:00 to 4:30;Sat:Closed;,134.75423,-22.08353
Aputula,28,Agent (Indigenous),C,Aputula Council; Finke,Finke,872,NT,Aputula Community Council CMB Finke Alice Springs NT 0872,Sun:Closed;Mon:8:00 to 4:00;Tue:8:00 to 4:00;Wed:8:00 to 4:00;Thu:8:00 to 4:00;Fri:8:00 to 4:00;Sat:Closed;,134.2846,-25.74852
Areyonga,29,Agent (Indigenous),C,Areyonga Community; Areyonga,Areyonga,872,NT,Areyonga Community Council PMB 219 Via Alice Springs NT 0872,Sun:Closed;Mon:8:00 to 5:00(Closed12:30 to 1:30);Tue:8:00 to 5:00(Closed12:30 to 1:30);Wed:8:00 to 5:00(Closed12:30 to 1:30);Thu:8:00 to 5:00(Closed12:30 to 1:30);Fri:8:00 to 5:00(Closed12:30 to 1:30);Sat:Closed;,132.2682,-24.0718
Atitjere,06Q,Agent (Indigenous),C,Harts Range Council Office; Harts Range Community,Harts Range,872,NT,Atitjere Community PMB 86 via Alice Springs NT 0872,Sun:Closed;Mon:8:00 to 3:00;Tue:8:00 to 3:00;Wed:8:00 to 3:00;Thu:8:00 to 3:00;Fri:8:00 to 3:00;Sat:Closed;,134.93442,-22.98752
Aurukun,468,Agent (Indigenous),C,Aurukun Opportunity Hub; 5 Kang Kang Rd,Aurukun,4892,QLD,C/- Post Office Aurukun QLD 4892,Sun:Closed;Mon:8:30 to 5:00;Tue:8:30 to 5:00;Wed:8:30 to 5:00;Thu:8:30 to 5:00;Fri:8:30 to 5:00;Sat:Closed;,141.72752,-13.35924
Badu Island,458,Agent (Indigenous),C,TSIRC - Badu Island; 201 Nona St,Badu Island,4875,QLD,C/- Post Office Badu Island QLD 4875,Sun:Closed;Mon:9:00 to 3:00;Tue:9:00 to 3:00;Wed:9:00 to 3:00;Thu:9:00 to 3:00;Fri:9:00 to 3:00;Sat:Closed;,142.16251,-10.15772
Bardi,604,Agent (Indigenous),C,One Arm Point Rd,Dampier Peninsula,6725,WA,PMB Bardi Broome WA 6725,Sun:Closed;Mon:8:30 to 3:30(Closed11:30 to 1:30);Tue:8:30 to 3:30(Closed11:30 to 1:30);Wed:8:30 to 3:30(Closed11:30 to 1:30);Thu:8:30 to 3:30(Closed11:30 to 1:30);Fri:8:30 to 3:00(Closed11:30 to 1:30);Sat:Closed;,123.06056,-16.44525
Barunga,0S8,Agent (Indigenous),C,Barunga Council Office; Central Amhem Rd,Barunga,852,NT,PMB 25 Katherine NT 0852,Sun:Closed;Mon:8:00 to 4:00;Tue:8:00 to 4:00;Wed:8:00 to 4:00;Thu:8:00 to 4:00;Fri:8:00 to 4:00;Sat:Closed;,132.8646,-14.5233
Beagle Bay,606,Agent (Indigenous),C,Beagle Bay Community; 120km North of Broome Buccaneer,Archipeligo,6725,WA,PO Box 326 Broome WA 6725,Sun:Closed;Mon:8:00 to 2:30;Tue:8:00 to 2:30;Wed:8:00 to 2:30;Thu:8:00 to 2:30;Fri:8:00 to 2:30;Sat:Closed;,122.66505,-16.98324
Belyuen,57,Agent (Indigenous),C,Belyuen Community; Cox Peninsula Rd,Belyuen,822,NT,CMB 18 Darwin  NT  0800,Sun:Closed;Mon:8:00 to 4:00;Tue:8:00 to 4:00;Wed:8:00 to 4:00;Thu:8:00 to 4:00;Fri:8:00 to 4:00;Sat:Closed;,130.70121,-12.54856
Bidyadanga,607,Agent (Indigenous),C,Bidyadanga Community; Off Great Northern Hwy,Lagrange,6725,WA,PO Box 634 Broome WA 6725,Sun:Closed;Mon:8:00 to 4:00;Tue:8:00 to 4:00;Wed:8:00 to 4:00;Thu:8:00 to 4:00;Fri:8:00 to 12:00;Sat:Closed;,121.78039,-18.70885
Billiluna,641,Agent (Indigenous),C,Billiluna Station; Tanami Rd,Halls Creek,6770,WA,PMB 13 Halls Creek WA 6770,Sun:Closed;Mon:8:00 to 4:00;Tue:8:00 to 4:00;Wed:8:00 to 4:00;Thu:8:00 to 4:00;Fri:8:00 to 4:00;Sat:Closed;,127.66176,-19.55539
Binjari,23,Agent (Indigenous),C,Lot 61 Victoria Hwy,Katherine,852,NT,PO Box 1170 Katherine NT 0851,Sun:Closed;Mon:8:30 to 12:30;Tue:8:30 to 12:30;Wed:8:30 to 12:30;Thu:8:30 to 12:30;Fri:8:30 to 12:30;Sat:Closed;,132.18185,-14.55239
Blackstone,0A4,Agent (Indigenous),C,Blackstone Community; Lot 36 Papulankutja Rd West,Ngaanyatjarra-Giles,872,WA,PMB 53 Via Alice Springs NT 0872,Sun:Closed;Mon:9:00 to 11:00;Tue:9:00 to 11:00;Wed:9:00 to 11:00;Thu:9:00 to 11:00;Fri:9:00 to 11:00;Sat:Closed;,128.28369,-25.99766
Boigu,456,Agent (Indigenous),C,Boigu Island; 66 Chambers St,Boigu,4875,QLD,C/- Post Office Boigu QLD 4875,Sun:Closed;Mon:10:00 to 2:00;Tue:10:00 to 2:00;Wed:10:00 to 2:00;Thu:10:00 to 2:00;Fri:10:00 to 2:00;Sat:Closed;,142.2203,-9.23232
Boulia,426,Agent (Indigenous),C,Burke & Wills Aboriginal Cooperative Society; Dutton St,Boulia,4829,QLD,PO Box 21 Boulia QLD 4829,Sun:Closed;Mon:10:00 to 1:00;Tue:10:00 to 1:00;Wed:10:00 to 1:00;Thu:10:00 to 1:00;Fri:10:00 to 1:00;Sat:Closed;,139.90285,-22.91231
Brewarrina,219,Agent (Indigenous),C,27 Bathurst St,Brewarrina,2839,NSW,PO Box 125 Brewarrina NSW 2839,Sun:Closed;Mon:9:00 to 3:00;Tue:9:00 to 3:00;Wed:9:00 to 3:00;Thu:9:00 to 3:00;Fri:9:00 to 3:00;Sat:Closed;,146.87005,-29.95843
Burketown,417,Agent (Indigenous),C,5 Bowen St,Burketown,4830,QLD,PO Box 87 Burketown QLD 4830,Sun:Closed;Mon:10:00 to 12:00;Tue:10:00 to 12:00;Wed:10:00 to 12:00;Thu:10:00 to 12:00;Fri:10:00 to 12:00;Sat:Closed;,139.54786,-17.74428
Burringurrah,28I,Agent (Indigenous),C,via Meekatharra,Burringurrah,6642,WA,Burringurrah Community PMB 200 Meekatharra WA 6642,Sun:Closed;Mon:9:00 to 12:00;Tue:9:00 to 12:00;Wed:9:00 to 12:00;Thu:9:00 to 12:00;Fri:9:00 to 12:00;Sat:Closed;,116.93413,-24.66049
Camooweal,419,Agent (Indigenous),C,31 Barkly St,Camooweal,4828,QLD,PO Box 7 Camooweal QLD 4828,Sun:Closed;Mon:9:00 to 11:00;Tue:9:00 to 11:00;Wed:9:00 to 11:00;Thu:9:00 to 11:00;Fri:9:00 to 11:00;Sat:Closed;,138.11785,-19.91518
Canteen Creek,0A3,Agent (Indigenous),C,Aherrenge Council; Lot 3 Main St,Ampilatwatja,872,NT,PMB 116 Via Alice Springs NT 0872,Sun:Closed;Mon:8:00 to 12:00;Tue:8:00 to 12:00;Wed:8:00 to 12:00;Thu:8:00 to 12:00;Fri:8:00 to 12:00;Sat:Closed;,134.75423,-22.08353
Cloncurry,407,Agent (Indigenous),C,12a Ramsay St,Cloncurry,4824,QLD,PO Box 436 Cloncurry QLD 4824,Sun:Closed;Mon:8:30 to 3:15;Tue:8:30 to 3:15;Wed:8:30 to 3:15;Thu:8:30 to 3:15;Fri:8:30 to 2:15;Sat:Closed;,140.50943,-20.70731
Coconut Island,481,Agent (Indigenous),C,TSIRC - Poruma Island; Cnr Mimia & Olandi Sts,Coconut Island,4875,QLD,Post Office  Coconut Island QLD 4875,Sun:Closed;Mon:10:00 to 12:00;Tue:10:00 to 12:00;Wed:10:00 to 12:00;Thu:10:00 to 12:00;Fri:10:00 to 12:00;Sat:Closed;,143.42256,-9.73731
Coen,469,Agent (Indigenous),C,Coen Regional Aboriginal Corporation; 112 Regent St,Coen,4871,QLD,Post Office Coen QLD 4871,Sun:Closed;Mon:8:30 to 5:00;Tue:8:30 to 5:00;Wed:8:30 to 5:00;Thu:8:30 to 5:00;Fri:8:30 to 5:00;Sat:Closed;,143.20268,-13.9424
Collarenebri,222,Agent (Indigenous),C,23 Wilson St,Collarenebri,2833,NSW,Collarenebri Nwsagency and Gifts 23 Wilson St Collarenebri NSW 2833,Sun:Closed;Mon:9:00 to 5:00;Tue:9:00 to 5:00;Wed:9:00 to 5:00;Thu:9:00 to 5:00;Fri:9:00 to 5:00;Sat:Closed;,148.57566,-29.54431
Cooktown,471,Agent (Indigenous),C,92 Charlotte St,Cooktown,4895,QLD,C/- PO Box 6 Cooktown QLD 4895,Sun:Closed;Mon:8:30 to 4:00(Closed12:30 to 1:30);Tue:8:30 to 4:00(Closed12:30 to 1:30);Wed:8:30 to 4:00(Closed12:30 to 1:30);Thu:8:30 to 4:00(Closed12:30 to 1:30);Fri:8:30 to 4:00(Closed12:30 to 1:30);Sat:Closed;,145.2491,-15.4702
Coonamble - Murdi Paaki,248,Agent (Indigenous),C,Murdi Paaki; 84 Castlereagh,Coonamble,2829,NSW,PO BOX 11 Coonamble NSW 2829,Sun:Closed;Mon:1:00 to 4:30;Tue:1:00 to 4:30;Wed:1:00 to 4:30;Thu:1:00 to 4:30;Fri:1:00 to 4:30;Sat:Closed;,148.38877,-30.95132
Cosmo Newberry,6NB,Agent (Indigenous),C,Cosmo Newberry; Cosmo Newberry,Laverton,6440,WA,Cosmo Newberry Office PMB 4 Laverton WA 6440,Sun:Closed;Mon:9:00 to 12:00;Tue:9:00 to 12:00;Wed:9:00 to 12:00;Thu:9:00 to 12:00;Fri:9:00 to 12:00;Sat:Closed;,122.89799,-27.99435
Cue,6XG,Agent (Indigenous),C,Cue Community Resource Centre; 33 Robinson St,Cue,6640,WA,Community Resource Centre 33 Robinson Street Cue WA 6640,Sun:Closed;Mon:8:30 to 3:30;Tue:8:30 to 3:30;Wed:8:30 to 3:30;Thu:8:30 to 3:30;Fri:8:30 to 3:30;Sat:Closed;,117.89532,-27.42371
Cunnamulla,493,Agent (Indigenous),C,38 Stockyard St,Cunnamulla,4490,QLD,38 Stockyard St Cunnamulla QLD 4490,Sun:Closed;Mon:8:30 to 1:00;Tue:8:30 to 1:00;Wed:8:30 to 1:00;Thu:8:30 to 4:30(Closed1:00 to 2:00);Fri:8:30 to 1:00;Sat:Closed;,145.68291,-28.06987
Dajarra,429,Agent (Indigenous),C,Jimberella Hall,Dajarra,4825,QLD,C/- Post Office Dajarra QLD 4825,Sun:Closed;Mon:9:00 to 11:00;Tue:9:00 to 11:00;Wed:9:00 to 11:00;Thu:9:00 to 11:00;Fri:9:00 to 11:00;Sat:Closed;,139.51422,-21.6956
Dareton,DTN,Agent (Indigenous),C,51 Sturt Pl,Dareton,2717,NSW,PO Box 256 Dareton NSW 2717,Sun:Closed;Mon:9:00 to 5:00(Closed12:30 to 1:30);Tue:9:00 to 5:00(Closed12:30 to 1:30);Wed:9:00 to 5:00(Closed12:30 to 1:30);Thu:9:00 to 5:00(Closed12:30 to 1:30);Fri:9:00 to 4:00(Closed12:30 to 1:30);Sat:Closed;,142.0446,-34.0947
Dauan,459,Agent (Indigenous),C,RTC Building; 29 Main St,Dauan,4875,QLD,Dauan Island Community Dauan QLD 4875,Sun:Closed;Mon:9:00 to 11:00;Tue:9:00 to 11:00;Wed:9:00 to 11:00;Thu:9:00 to 11:00;Fri:9:00 to 11:00;Sat:Closed;,143.42256,-9.73731
Docker River,31,Agent (Indigenous),C,Docker River Community; Lot 106 Kaltukatjara,Docker River,872,NT,Docker River Community PMB 49 via Alice Springs NT 0872,Sun:Closed;Mon:8:00 to 5:00;Tue:8:00 to 5:00;Wed:8:00 to 5:00;Thu:8:00 to 5:00;Fri:8:00 to 3:00;Sat:Closed;,129.08331,-24.87453
Doomadgee,418,Agent (Indigenous),C,Doomadgee Council Office; Doomadgee,Doomadgee,4830,QLD,C/- Post Office Doomadgee QLD 4830,Sun:Closed;Mon:8:00 to 4:15;Tue:8:00 to 4:15;Wed:8:00 to 4:15;Thu:8:00 to 4:15;Fri:8:00 to 4:15;Sat:Closed;,138.82974,-17.94043
Eidsvold,414,Agent (Indigenous),C,Aboriginal Housing Co; Moreton St,Eidsvold,4627,QLD,PO Box 909 Bundaberg Qld 4670,Sun:Closed;Mon:8:30 to 11:30;Tue:8:30 to 11:30;Wed:8:30 to 11:30;Thu:8:30 to 11:30;Fri:8:30 to 11:30;Sat:Closed;,151.12352,-25.37283
Engawala,26,Agent (Indigenous),C,Alcoota Station; Lot 2 Engawala,Engawala,872,NT,Engawala Community PMB 180 via Alice Springs NT 0872,Sun:Closed;Mon:8:30 to 12:30;Tue:8:30 to 12:30;Wed:8:30 to 12:30;Thu:8:30 to 12:30;Fri:8:30 to 12:30;Sat:Closed;,134.45484,-22.803
Enngonia,2U8,Agent (Indigenous),C,9 Irrara St,Enngonia,2840,NSW,Birrang Enterprise Development Company Ltd PO Box 8153 Orange East NSW 2800,Sun:Closed;Mon:9:30 to 1:15;Tue:9:30 to 1:15;Wed:9:30 to 1:15;Thu:9:30 to 1:15;Fri:Closed;Sat:Closed;,145.84835,-29.3186
Epenarra Station,0KV,Agent (Indigenous),C,Ali Curung Council; 67 Kinjurra Dve,Ali Curung,872,NT,Wutunugurra Community PMB 73 Alice Springs NT 0872,Sun:Closed;Mon:8:00 to 12:00;Tue:8:00 to 12:00;Wed:8:00 to 12:00;Thu:8:00 to 12:00;Fri:8:00 to 12:00;Sat:Closed;,134.40611,-21.00502
Ernabella,30,Agent (Indigenous),C,Ernabella Council Office; Ernabella,Ernabella,872,SA,Ernabella Community  PMB 193 Alice Springs NT 0872,Sun:Closed;Mon:9:00 to 4:00;Tue:9:00 to 4:00;Wed:9:00 to 4:00;Thu:9:00 to 4:00;Fri:9:00 to 4:00;Sat:Closed;,132.13146,-26.27465
Erub Island,485,Agent (Indigenous),C,Council Office; Margou St,Darnley Island,4875,QLD,C/- Post Office Darnley Island QLD 4875,Sun:Closed;Mon:9:00 to 12:00;Tue:9:00 to 12:00;Wed:9:00 to 12:00;Thu:9:00 to 12:00;Fri:9:00 to 12:00;Sat:Closed;,143.76327,-9.58069
Fregon,32,Agent (Indigenous),C,Kaltjiti Community; Fregon,Fregon,872,SA,Kaltjiti Community Fregon via Alice Springs NT 0872,Sun:Closed;Mon:10:00 to 5:00;Tue:10:00 to 5:00;Wed:10:00 to 5:00;Thu:10:00 to 5:00;Fri:10:00 to 5:00;Sat:Closed;,132.02738,-26.764
Galiwinku,52,Agent (Indigenous),C,Galiwinku Community,Galiwinku,822,NT,Galiwinku Community Elcho Island Galiwinku NT 0822,Sun:Closed;Mon:8:30 to 4:00;Tue:8:30 to 4:00;Wed:8:30 to 4:00;Thu:8:30 to 4:00;Fri:8:30 to 4:00;Sat:Closed;,135.56641,-12.02351
Gapuwiyak,55,Agent (Indigenous),C,Lake Evella,Gapuwiyak,880,NT,PMB 18  Nhulunbuy  NT  0881,Sun:Closed;Mon:8:00 to 4:00;Tue:8:00 to 4:00;Wed:8:00 to 4:00;Thu:8:00 to 4:00;Fri:8:00 to 4:00;Sat:Closed;,135.8105,-12.50312
Gibb River Station,613,Agent (Indigenous),C,Station House; Mt Elizabeth Rd,Gibb,6743,WA,PMB 924 Gibb River Station Derby WA 6728,Sun:Closed;Mon:8:00 to 12:00;Tue:8:00 to 12:00;Wed:8:00 to 12:00;Thu:8:00 to 12:00;Fri:8:00 to 12:00;Sat:Closed;,126.211,-16.439
Goodooga,220,Agent (Indigenous),C,Brenda St,Goodooga,2831,NSW,Centrelink Agent Goodooga Post Office Brenda Street Goodooga NSW 2838,Sun:Closed;Mon:10:00 to 12:00;Tue:10:00 to 12:00;Wed:10:00 to 12:00;Thu:10:00 to 12:00;Fri:10:00 to 12:00;Sat:Closed;,147.45246,-29.11674
Gulin Gulin,7,Agent (Indigenous),C,Gulin Gulin Resource Centre; Bulman Weemol,Bulman,852,NT,PMB 23 (Council) PMB 161 (Store) Katherine NT 0852,Sun:Closed;Mon:8:00 to 4:30;Tue:8:00 to 4:30;Wed:8:00 to 4:30;Thu:8:00 to 4:30;Fri:8:00 to 4:30;Sat:Closed;,134.33336,-13.66429
Gunbalanya,0FZ,Agent (Indigenous),C,Kunbarllanja Community Office; Oenpelli Rd,Oenpelli,822,NT,CMB 6 Winnellie NT 0822,Sun:Closed;Mon:8:00 to 4:00;Tue:8:00 to 4:00;Wed:8:00 to 4:00;Thu:8:00 to 4:00;Fri:8:00 to 4:00;Sat:Closed;,133.054,-12.3256
Gurungu,46,Agent (Indigenous),C,9 Lewis St,Elliott,862,NT,Post Office Elliott NT 0862,Sun:Closed;Mon:8:00 to 4:30;Tue:8:00 to 4:30;Wed:8:00 to 4:30;Thu:8:00 to 4:30;Fri:8:00 to 2:00;Sat:Closed;,133.54264,-17.55372
Hermannsburg,33,Agent (Indigenous),C,Lot 58 Hermannsburg Community,Hermannsburg,872,NT,Hermannsburg via Alice Springs NT 0870,Sun:Closed;Mon:8:00 to 3:45;Tue:8:00 to 3:45;Wed:8:00 to 3:45;Thu:8:00 to 3:45;Fri:8:00 to 10:00;Sat:Closed;,132.7787,-23.9427
Hodgson Downs,10,Agent (Indigenous),C,Alawa Aboriginal Corporation; via Katherine,Hodgson Downs,852,NT,PMB 36 Katherine NT 0852,Sun:Closed;Mon:8:00 to 4:00;Tue:8:00 to 4:00;Wed:8:00 to 4:00;Thu:8:00 to 4:00;Fri:8:00 to 12:00;Sat:Closed;,134.0821,-15.2216
